Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
04/10/2019,"ARDAVAGGA, SHINRONE, OFFALY",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"90 Laverna Way, Castleknock",Dublin 15,Dublin,"€312,775.33",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/09/2019,"19 GLENBRAE HOUSE, SHANKILL, DUBLIN",Dublin 18,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"28 WHEATRIDGE, MARYBOROUGH WOODS, DOUGLAS",,Cork,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2013,"12 Temple Manor Avenue, Walkinstown",Dublin 12,Dublin,"€292,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"14 Mayfield Terrace, Ballinteer, Dublin 16",Dublin 16,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2018,"10 CHIEFTAINS CLOSE, CHIEFTAINS WAY, BALBRIGGAN",,Dublin,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2017,"42 TICKNOCK PARK, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2020,"233 HAMPTON SQ, NAVAN RD, DUBLIN 17",Dublin 7,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2010,"Apartment 40, Waltrim Grove, Bray",,Wicklow,"€177,325.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2014,"110 LINTOWN AVE, LINTOWN HALL, KILKENNY",,Kilkenny,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2013,"21  Fforster Close, Lucan",,Dublin,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2021,"9 THE CEADERS, BEAUFORT PLACE, NAVAN",,Meath,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"MACKENSTOWN, MAYGLASS, CO. WEXFORD",,Wexford,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"54 CASTLE MEADOWS, SKEHARD RD, CORK",,Cork,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2018,"2 THE LOWER COURTYARD, HEADFORT DEMESNE, KELLS",,Meath,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"16 Ravensdale Court, Ravensdale Park, Kimmage",Dublin 12,Dublin,"€550,660.79",No,Yes,New Dwelling house /Apartment,
16/09/2011,"19 Larchfield Rise, Yew Wood, Youghal",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"BARRACK STREET, CAPPOQUIN, CO WATERFORD",,Waterford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2020,"13 FERNLEA, KILNAGLEARY, CARRIGALINE",,Cork,"€28,804.17",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"17 Parkside Court, Parkside, Malahide Road",,Dublin,"€345,687.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/08/2018,"61 GLENWOOD, CARRIGALINE, CORK",,Cork,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"207 RIVER TOWERS, LEE RD, CORK",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2020,"WILLOW LODGE, TULLYHERIM, MONAGHAN",,Monaghan,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2015,"214 CHAMBERS PARK, KILCOCK, KILDARE",,Kildare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2018,"20 ABBEYBROOK COURT TULLAMORE RD, KILBEGGAN, WESTMEATH",,Westmeath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"THE ROSARY, CHURCHTOWN, NEWCASTLE WEST",,Limerick,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"22 The Boulevard, Barnhall Meadows, Leixlip",,Kildare,"€410,000.00",No,Yes,New Dwelling house /Apartment,
28/10/2016,"20 WILLOW PARK CRESCENT, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€401,469.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2015,"39 BLACKBERRY GLADE, ARKLOW, WICKLOW",,Wicklow,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2015,"CIRCULAR RD, DAINGEAN, OFFALY",,Offaly,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"20 RYEBRIDGE GREEN, KILCOCK, CO KILDARE",,Kildare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2012,"45 Patrick Street, Templemore",,Tipperary,"€32,100.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2011,"18 Lower Cork Street, Macroom",,Cork,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2011,"1A Walkinstown Drive, Walkinstown",,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2013,"4 Desmond Street, South Circular Road",Dublin 8,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2019,"LOWER MAIN ST., KILFINANE, COUNTY LIMERICK",,Limerick,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2018,"46 Bishops Gate, Kilternan, Dublin 18",Dublin 18,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/11/2016,"2 The Green, Haxelbrook Square, Churchtown",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2017,"14 MILLBANK GLEN, DROMAHAIR, LEITRIM",,Leitrim,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"APT 1, KNOCK ROAD, BALLYHAUNIS",,Mayo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2019,"4 meadowbank green, millers glen, swords",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,
20/03/2015,"63 Woodlawn Park, Ballysimon Road",,Limerick,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"6 THE MEWS, CITYQUARTER, ATHLONE",,Westmeath,"€117,293.55",No,No,Second-Hand Dwelling house /Apartment,
29/08/2013,"Apartment 31, Oak Glade Hall, Naas",,Kildare,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2017,"62 CLONARD COURT, BALBRIGGAN, DUBLIN",,Dublin,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2017,"6 THE CORNSTORE, CONSTITUTION HILL, DROGHEDA",,Louth,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"2 Ros Mor, Rosslare Harbour",,Wexford,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"KNOCKGREANA, OLD PALLAS, LIMERICK",,Limerick,"€20,418.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"86 THE ATRIUM, BEECHWOOD COURT, STILLORGAN",,Dublin,"€444,186.05",No,No,Second-Hand Dwelling house /Apartment,
30/01/2014,"30 ST AGNES PARK, CRUMLIN, DUBLIN 12",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2021,"39 HERMITAGE GLEN, COOKSTOWN RD, KELLS",,Meath,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2015,"12 THE MEWS, RUSHBROOKE LINKS BALLYNOE, COBH",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"APT 203 BLOCK L, BRU NA SIONNA, SHANNON",,Clare,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2016,"128 Ashmount Mews, Silverspings, Cork",,Cork,"€132,159.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/08/2015,"73 Daar River View, Newcastlewest",,Limerick,"€25,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/09/2018,"45 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€1,525,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2015,"3 Ivar Street, Dublin 7",Dublin 7,Dublin,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"38 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",,Kildare,"€329,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"HOLLYMOUNT, RATHMORE, KERRY",,Cork,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"65 Knocknacarra Park, Knocknacarra",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"7 Dodderbrook Drive, Oldcourt Road, Ballycullen",Dublin 24,Dublin,"€294,669.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2021,"APT 8 KEMPTON COURT, DRUMALEE, CAVAN",,Cavan,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2016,"5 Waltham Abbey, Old Quarter, Ballincollig",,Cork,"€495,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/06/2019,"6 ST ANNES TCE, RATHNURE, WEXFORD",,Wexford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2012,"138 Shantalla Road, Beaumont, DUBLIN 9",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"60 An Faill, Carrigtwohill",,Cork,"€220,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/01/2018,"4 THE ELMS, NORTH CIRCULAR RD, LIMERICK",,Limerick,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2017,"34 SHANDON RD, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"18 CARRIGLEA RISE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€340,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2017,"11 GREENVILLE TERRACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€601,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2015,"CROSSMAHON, LISSARDA, CORK",,Cork,"€18,570.50",No,No,Second-Hand Dwelling house /Apartment,
12/11/2012,"Balsoon, Bective, Navan",,Meath,"€749,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2016,"28 THE MOORINGS, SCHULL RD, SKIBBEREEN",,Cork,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2017,"8 ST MOLINGS TERRACE, ENNISCORTHY, WEXFORD",,Wexford,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/12/2012,"4 Union Street, Sligo",,Sligo,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2021,"No. 33, Ballisodare Town Centre, Ballisodare",,Sligo,"€95,000.00",No,Yes,New Dwelling house /Apartment,
22/09/2017,"52 CAIRN WOODS, BALLYVINITER, MALLOW",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2012,"No. 1 Rosemount, Letterkenny",,Donegal,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"31 Rathborne Walk, Rathborne, Ashtown",Dublin 15,Dublin,"€295,154.00",No,Yes,New Dwelling house /Apartment,
14/09/2018,"MAWMORE WEST, ENNISKEANE, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"67 THE ATRIUM, BEECHWOOD COURT, STILLORGAN",,Dublin,"€379,408.91",No,No,Second-Hand Dwelling house /Apartment,
09/08/2013,"32 Pheonix Avenue, Castleknock, Dublin 15",Dublin 13,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2015,"Moher, Ballinasloe",,Galway,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"15 GALVINS TERRACE, COBH, CORK",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2012,"8 Ban Na Greine, Craddockstown",,Kildare,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/09/2013,"Garrycam, Ardagh",,Longford,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"MAIN STREET, SHANAGOLDEN, LIMERICK",,Limerick,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2017,"61 EDENVALE RD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€985,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"27 HUNTSTOWN GLEN, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2013,"BALLYKNOCKANE, TEMPLETUOHY, THURLES",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"275 PARKLANDS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"40 SONESTA, MALAHIDE, DUBLIN",,Dublin,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2015,"2 O'DONOGHUE AVENUE, JANESBORO, LIMERICK",,Limerick,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2018,"4 MORACRETE COTTAGES, CRUMLIN, DUBLIN 12",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2016,"11 CNOC AOIBHEANN, CLERIHAN, CLONMEL",,Tipperary,"€135,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/08/2019,"15 Dodderbrook Glade, Ballycullen, Dublin 24",,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment,
01/04/2010,"150 Branswood, Kilkenny Road, Athy",,Kildare,"€104,844.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/07/2021,"24 BELMONT DRIVE, BELMONT AIKENS VILLAGE, STEPASIDE",,Dublin,"€557,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2015,"60 SAUNDERS HOUSE, SPENCER DOCK, NORTH WALL QUAY",Dublin 1,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2016,"28 CHESTNUT GROVE, GLENCAR, LETTERKENNY",,Donegal,"€33,333.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2021,"241 COLLINSWOOD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€466,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2017,"17 ROSCONNELL AVE, NEWBRIDGE, KILDARE",,Kildare,"€158,700.75",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"55 ARDNACULLA, ENNISTYMON, CO CLARE",,Clare,"€38,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/04/2018,"APT 8 BLOCK D, CLONMULLEN HALL, EDENDERRY",,Offaly,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2020,"44 KILWARDEN COURT, BOOT RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2016,"COGAN ST, OLDCASTLE, MEATH",,Meath,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2014,"69 WHITESDOWN DRIVE, CLONSILLA, DUBLIN 15",,Dublin,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2019,"BALLYNAPARK, BALLYGLUNIN, TUAM",,Galway,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2015,"42 ORWELL WOODS, ORWELL RD, RATHGAR DUBLIN 6",Dublin 6,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2015,"1 SOUTHVILLE GARDENS, BALLINACURRA, LIMERICK",,Limerick,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2011,"Hanson Cottage, The Bog Road, Dunshaughlin",,Meath,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2014,"Unit 159 Block D, Pierce Lodge, Newbridge",,Kildare,"€33,966.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2016,"1 QUAY ST, WESTPORT, MAYO",,Mayo,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"BASEMENT, 11 LOWER MALLOW ST, LIMERICK",,Limerick,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"3 castle close, trim",,Meath,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2016,"ECALPEMOS, BEABEG LANE, JULIANSTOWN",,Meath,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"ASDEE EAST, ASDEE, LISTOWEL",,Kerry,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"4 ASHFORD COTTAGES, STONEBATTER, DUBLIN 7",,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2012,"4 Markree heights, Collooney, County Sligo",,Sligo,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"TULLAHA, GLENFLESK, KILLARNEY",,Kerry,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2017,"7 The Avenue, Hazelbrook Square, Churchtown",,Dublin,"€475,770.92",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/11/2013,"Currycrowley West, Ballineen",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2014,"APT 13, FITZWILLIAM COURT, DYER ST",,Louth,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2017,"16 SEAGRAVE RISE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"25 BALALLY DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€795,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2013,"26 Bramble Lane, Limerick Road, Ennis",,Clare,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"71 Burnell Green, Northern Cross, Malahide Road",Dublin 17,Dublin,"€132,787.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/07/2015,"48 The Hawthorns, Carraroe, Sligo",,Sligo,"€125,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/08/2015,"80 GEORGES ST, DROGHEDA, LOUTH",,Louth,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2017,"33 WHITE OAKS, GOATSTOWN RD, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2020,"SPRINGHILL, BALLINDRAIT, LIFFORD",,Donegal,"€53,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/10/2016,"5 THE RIVERSIDE, PODDLE PARK, KIMMAGE DUBLIN 12",Dublin 12,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"2 Hyde Road, Belmont, Aikens Village",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/08/2011,"65 66 and 67 An Saileachain, Raheen, Athenry",,Galway,"€677,797.97",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/04/2018,"102 Barley Field, Wicklow Hills, Newtownmountkennedy",,Wicklow,"€254,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/07/2016,"9 Vienna Woods, Glanmire",,Cork,"€320,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/12/2018,"19 Maydenhayes Glen, Mornington, County Meath",,Meath,"€347,607.93",No,Yes,New Dwelling house /Apartment,
04/06/2020,"6 WILSONS CREEK, ROSSYLONGAN, DONEGAL",,Donegal,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"bonavalley, athlone, wesmeath",,Westmeath,"€311,400.00",No,Yes,New Dwelling house /Apartment,
24/10/2014,"45 VICTORIA STREET, SOUTH CIRCULAR ROAD, DUBLIN 8",,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2018,"4 The Grove, Cahirdown Woods, Listowel",,Kerry,"€62,408.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2011,"1 Doneraile Road, Mallow",,Cork,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2016,"1 FORGEHILL GROVE, STAMULLEN, MEATH",,Meath,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2016,"11 ST BRIDGETS TCE, EAST END, BUNDORAN",,Donegal,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2018,"137 Seabury Lawns, Mornington, Co. Meath",,Meath,"€213,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/12/2019,"41 WOODLANDS, BALLYSHANNON, CO DONEGAL",,Donegal,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2015,"9 MOORE STREET, KILRUSH, CO CLARE",,Clare,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2011,"108 Windmill Park, Crumlin",,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2019,"MANSFIELD, 132 BUTTERFIELD PARK, RATHFARNHAM",,Dublin,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2016,"7 CAMBRIDGE TERRACE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€1,650,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2019,"6 NOVA COURT, BALLEA ROAD, CARRIGALINE",,Cork,"€468,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"86 TREES RD, MT MERRION, DUBLIN",,Dublin,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2019,"ROCK LODGE, CAHERDANIEL, KILLARNEY",,Kerry,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2018,"DRUMCREE, COLLINSTOWN, COUNTY WESTMEATH",,Westmeath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2019,"REISKAMORE, EYRECOURT, CO GALWAY",,Galway,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"20 WOODVIEW, RATHANGAN, KILDARE",,Kildare,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2010,"63 The Rise  Meadowvale, Arklow, Arklow",,Wicklow,"€190,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/05/2014,"15 Kempton Court, Drumalee, Cavan",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/02/2017,"GURRANAFULLA, WATERVILLE",,Kerry,"€62,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
04/12/2012,"148 Curragh Woods, Frankfield, Douglas",,Cork,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2018,"45 GLIN RD, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€235,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"19 THE PADDOCKS, KILKENNY RD, GOWRAN",,Kilkenny,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2019,"55 ROWAN HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",Dublin 4,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
